Nombre,Fabricante,Escala,Serie,Original,Fecha de lanzamiento,Precio venta,Precio especial,Código JAN,Embalaje,Peso
Gundam RX-78 GP01 ,Bandai,1/144,"1/144 Stardust Memory , No.1",Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,0033281, 181g,null
GW-9800-B Gundam Air Master Burst ,Bandai,1/144,"1/144 Gundam X , No.08",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0055013, 21.7 x 15.2 x 4.7 cm , 144g
NRX-0013-CB Gundam Virsago Chest Brake ,Bandai,1/144,"1/144 Gundam X , No.10",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0055163, 21.6 x 15.2 x 5 cm , 158g
GX-9901-DX Gundam Double X ,Bandai,1/144,"1/144 Gundam X , No.07",Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,0054291, 21.6 x 15 x 5.5 cm , 180g
GX-9900-DV Gundam X Divider ,Bandai,1/144,"1/144 Gundam X , No.06",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0053280, 21.6 x 15.1 x 5 cm , 142g
NRX-0015 Gundam Ashtaron ,Bandai,1/144,"1/144 Gundam X , No.05",Mobile Suit Gundam,864yenabout7.58USD,"6.32USD

",sO,0053276, 25.5 x 19.1 x 5.7 cm , 235g
GW-9800 Gundam Air Master ,Bandai,1/144,"1/144 Gundam X , No.02",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0052670, 21.6 x 15.3 x 5 cm , 136g
Regelgu ,Bandai,1/144,1/144 Gundam ZZ,Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,0006948, 25.8 x 19.5 x 5.8 cm , 262g
Gazu R/L ,Bandai,1/144,1/144 Gundam ZZ,Mobile Suit Gundam,648yenabout5.69USD,"4.74USD

",sO,0006949, 24.2 x 18.2 x 5.6 cm , 188g
Bawoo ,Bandai,1/144,1/144 Gundam ZZ,Mobile Suit Gundam,648yenabout5.69USD,"4.74USD

",sO,0006773, 24.1 x 18.2 x 5.7 cm , 202g
Desert Zaku ,Bandai,1/144,1/144 Gundam ZZ,Mobile Suit Gundam,648yenabout5.69USD,"4.74USD

",sO,0006818, 24.2 x 18.3 x 5.7 cm , 197g
Dowadge ,Bandai,1/144,1/144 Gundam ZZ,Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,0006817, 25.7 x 19.2 x 5.6 cm , 230g
XXXG-01D2 Gundam Deathscythe Hell ,Bandai,1/144,"1/144 Gundam W , 12",Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,0049407, 21.5 x 15.1 x 5.7 cm , 175g
G Gundam Hyper Mode Ver. ,Bandai,1/144,1/144 G Gundam,Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,473772, 21.5 x 15 x 4.8 cm , 133g
Bolt Gundam Hyper Mode Ver. ,Bandai,1/144,1/144 G Gundam,Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,469263, 21.5 x 15.2 x 4.7 cm , 139g
Gundam Rose Hyper Mode Ver. ,Bandai,1/144,1/144 G Gundam,Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,469256, 21.5 x 15 x 4.8 cm , 124g
Gundam Maxter Hyper Mode Ver. ,Bandai,1/144,1/144 G Gundam,Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,469249, 21.6 x 15.1 x 4.8 cm , 127g
Dragon Gundam Hyper Mode Ver. ,Bandai,1/144,1/144 G Gundam,Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,469232, 21.7 x 15.2 x 4.7 cm , 127g
Bolt Gundam ,Bandai,1/144,1/144 G Gundam,Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0044035, 21.5 x 15.1 x 4.7 cm , 141g
Gundam Maxter ,Bandai,1/144,1/144 G Gundam,Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0043631, 21.5 x 15.1 x 5 cm , 130g
OZ-00MS2 Tallgeese II ,Bandai,1/144,"1/144 Gundam W , 13",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0053441, 21.6 x 15.1 x 4.7 cm , 156g
XXXG-01S2 Altron Gundam ,Bandai,1/144,"1/144 Gundam W , 11",Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,488172, 21.6 x 15.1 x 5.5 cm , 176g
OZ-13MS Gundam Epyon ,Bandai,1/144,"1/144 Gundam W , 10",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0048289, 21.6 x 15.1 x 4.7 cm , 144g
XXXG-00W0 Wing Gundam Zero ,Bandai,1/144,"1/144 Gundam W , 9",Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,0048142, 21.5 x 15.1 x 5.5 cm , 174g
XXXG-01SR Gundam Sandrock ,Bandai,1/144,"1/144 Gundam W , 5",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0047685, 21.6 x 15.1 x 4.8 cm , 128g
XXXG-01S Shenlong Gundam ,Bandai,1/144,"1/144 Gundam W , 2",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0047223, 21.5 x 15.1 x 4.8 cm , 127g
RX-78NT-1 Gundam NT-1 ,Bandai,1/144,1/144 Gundam 0080,Mobile Suit Gundam,864yenabout7.58USD,"6.32USD

",sO,0027553, 233g,null
MS-18E Kampfer ,Bandai,1/144,1/144 Gundam 0080,Mobile Suit Gundam,864yenabout7.58USD,"6.32USD

",sO,0027547, 25.7 x 19.3 x 5.7 cm , 216g
RMS-108 Marasai ,Bandai,1/144,"1/144 Z Gundam , No.12",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0004491, 23 x 17.4 x 4.3 cm , 160g
Zaku Marina ,Bandai,1/144,"1/144 Gundam ZZ , No.12",Mobile Suit Gundam,648yenabout5.69USD,"4.74USD

",sO,0006829, 24.2 x 18.2 x 5.8 cm , 194g
ZZ Gundam ,Bandai,1/144,1/144 Gundam ZZ,Mobile Suit Gundam,648yenabout5.69USD,"4.74USD

",sO,0006289, 24.3 x 18.3 x 5.9 cm , 209g
Hyaku Shiki ,Bandai,1/144,1/144 Z Gundam,Mobile Suit Gundam,648yenabout5.69USD,"4.74USD

",sO,0004788, 24.2 x 18.2 x 5.7 cm , 196g
G Defenser ,Bandai,1/144,1/144 Z Gundam,Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,0004972, 25.6 x 19.2 x 5.8 cm , 205g
Gundam MK-II ,Bandai,1/144,1/144 Z Gundam,Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0003333, 23.1 x 17.5 x 5 cm , 154g
Z-Gundam ,Bandai,1/144,1/144 Z Gundam,Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0004489, 23 x 17.5 x 4.9 cm , 158g
RMS-117 Galbaldy Beta ,Bandai,1/144,"1/144 Z Gundam , No.5",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0003863, 23.1 x 17.5 x 4.9 cm , 148g
Jamru-Fin ,Bandai,1/144,"1/144 Gundam ZZ , No.18",Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,0007131, 25.8 x 19.5 x 5.8 cm , 222g
Doven Wolf ,Bandai,1/144,"1/144 Gundam ZZ , No.17",Mobile Suit Gundam,864yenabout7.58USD,"6.32USD

",sO,0007129, 32.2 x 18.3 x 7.2 cm , 327g
Dreissen ,Bandai,1/144,"1/144 Gundam ZZ , No.16",Mobile Suit Gundam,864yenabout7.58USD,"6.32USD

",sO,0007128, 32.2 x 18.4 x 7.1 cm , 279g
EWAC-Zack ,Bandai,1/144,"1/144 Gundam ZZ , No.15",Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,0006950, 25.7 x 19.5 x 5.8 cm , 229g
Ga-Zowmn ,Bandai,1/144,"1/144 Gundam ZZ , No.8",Mobile Suit Gundam,648yenabout5.69USD,"4.74USD

",sO,0006611, 24 x 18.3 x 5.6 cm , 205g
Hamma-Hamma ,Bandai,1/144,"1/144 Gundam ZZ , No.6",Mobile Suit Gundam,864yenabout7.58USD,"6.32USD

",sO,0006610, 32 x 8.2 x 7 cm , 309g
R-Jarja ,Bandai,1/144,"1/144 Gundam ZZ , No.5",Mobile Suit Gundam,648yenabout5.69USD,"4.74USD

",sO,0006297, 24.4 x 18.4 x 5.8 cm , 202g
Zssa ,Bandai,1/144,"1/144 Gundam ZZ , No.3",Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,0006288, 25.7 x 19.1 x 5.8 cm , 230g
Galluss-J ,Bandai,1/144,"1/144 Gundam ZZ , No.2",Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,0006148, 25.6 x 19.2 x 5.7 cm , 214g
Gaza-D ,Bandai,1/144,"1/144 Gundam ZZ , No.1",Mobile Suit Gundam,648yenabout5.69USD,"4.74USD

",sO,0006147, 24.2 x 18.3 x 5.6 cm , 190g
Devil Gundam ,Bandai,1/144,"1/144 G Gundam , G-10",Mobile Suit Gundam,"1,080yenabout9.48USD","7.9USD

",sO,0046438, 27.3 x 19 x 7.7 cm , 284g
Zollidia ,Bandai,1/144,"1/144 V Gundam , No.15",Mobile Suit Gundam,"Nov., 1993",4.74USD,3.95USD,4902425420257, 21.6 x 15 x 4.8 cm , 146g
Weapons Set ,Bandai,1/144,"1/144 V Gundam , No.14",Mobile Suit Gundam,"Nov., 1993",4.74USD,3.95USD,4902425420264, 21.5 x 15 x 5 cm , 115g
XXXG-01H Gundam Heavyarms ,Bandai,1/144,"1/144 Gundam W , 4",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0047367, 21.5 x 15 x 4.8 cm , 129g
XXXG-01D Gundam Deathscythe ,Bandai,1/144,"1/144 Gundam W , 3",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0047224, 21.5 x 15.2 x 5 cm , 130g
XXXG-01W  Wing Gundam ,Bandai,1/144,"1/144 Gundam W , 1",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0047166, 21.5 x 15 x 5 cm , 141g
MSA-0011,Bandai,1/144,1/144 Gundam Sentinel,Mobile Suit Gundam,"Nov., 1988",13.27USD,11.05USD,4902425250526, 31 x 19 x 7.8 cm , 381g
RGM-79 GM Sniper Custom ,Bandai,1/144,1/144 Z-MSV,Mobile Suit Gundam,432yenabout3.79USD,"3.16USD

",sO,0004790, 20 x 14.4 x 4.7 cm , 128g
RGC-80 GM Cannon ,Bandai,1/144,1/144 Z-MSV,Mobile Suit Gundam,432yenabout3.79USD,"3.16USD

",sO,0004496, 20.2 x 14.5 x 4.8 cm , 124g
MS-06M Marine Hi-zack ,Bandai,1/144,1/144 Z-MSV,Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0004495, 25.2 x 18 x 5.2 cm , 170g
MS-06E Zaku Recon ,Bandai,1/144,1/144 Z-MSV,Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0004494, 25.7 x 18 x 5 cm , 164g
MS-06V Zaku Tank ,Bandai,1/144,1/144 Z-MSV,Mobile Suit Gundam,648yenabout5.69USD,"4.74USD

",sO,0004410, 24 x 18.2 x 5.6 cm , 175g
Zaku Cannon ,Bandai,1/144,1/144 Z-MSV,Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0004409, 25.5 x 18 x 5 cm , 174g
MS-07H Gouf Flying Test Type ,Bandai,1/144,1/144 Z-MSV,Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0004405, 25 x 18 x 5.2 cm , 171g
Nemo ,Bandai,1/144,1/144 Z Gundam,Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0004787, 23.1 x 17.4 x 4.7 cm , 148g
V2 Buster Gundam ,Bandai,1/144,"1/144 V Gundam , No.16",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0042523, 21.5 x 15.2 x 4.8 cm , 149g
MS-14B Gelgoog 14B ,Bandai,1/144,1/144 MSV,Mobile Suit Gundam,864yenabout7.58USD,"6.32USD

",sO,0008773, 27.2 x 18.7 x 6.8 cm , 256g
RX-78 Perfect Gundam ,Bandai,1/144,1/144 MSV,Mobile Suit Gundam,648yenabout5.69USD,"4.74USD

",sO,0001349, 24.1 x 18.4 x 5.6 cm , 201g
Zeidora ,Bandai,1/144,AG,Mobile Suit Gundam,"Mid Feb., 2012",5.69USD,4.74USD,4543112750822, 20.6 x 15 x 5.3 cm , 138g
Genoace II ,Bandai,1/144,AG,Mobile Suit Gundam,"Mid Feb., 2012",5.69USD,4.74USD,4543112750839, 20.5 x 15 x 5.2 cm , 127g
Adele ,Bandai,1/144,AG,Mobile Suit Gundam,"Late Jan., 2012",5.69USD,4.74USD,4543112739360, 20.5 x 15.2 x 5.2 cm , 119g
Gundam AGE-2 Normal ,Bandai,1/144,AG,Mobile Suit Gundam,"Late Jan., 2012",6.63USD,5.53USD,4543112739056, 20.5 x 15 x 5.5 cm , 155g
OZ-13MSX2 Mercurius ,Bandai,1/144,"1/144 Gundam W , 8",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0048138, 21.6 x 15.2 x 4.8 cm , 149g
OZ-13MSX1 Vayeate ,Bandai,1/144,"1/144 Gundam W , 7",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0048137, 21.5 x 15 x 4.7 cm , 151g
OZ-00MS Tallgeese ,Bandai,1/144,"1/144 Gundam W , 6",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0047686, 21.5 x 15 x 4.7 cm , 152g
MS-06Z Z Type Zaku ,Bandai,1/144,1/144 MSV,Mobile Suit Gundam,648yenabout5.69USD,"4.74USD

",sO,0001348, 24.1 x 18.4 x 5.7 cm , 212g
MSN-01 High Mobility Type Zaku ,Bandai,1/144,1/144 MSV,Mobile Suit Gundam,648yenabout5.69USD,"4.74USD

",sO,0001345, 24.1 x 18.3 x 5.7 cm , 208g
Shining Gundam Hyper Mode Ver. ,Bandai,1/144,1/144 G Gundam,Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,469225,null,null
Rising Gundam ,Bandai,1/144,1/144 G Gundam,Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0045827, 21.5 x 15.1 x 4.7 cm , 135g
Master Gundam ,Bandai,1/144,1/144 G Gundam,Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0043727, 21.6 x 15.2 x 4.8 cm , 149g
Gundam Spiegel ,Bandai,1/144,1/144 G Gundam,Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,437286, 21.7 x 15.1 x 4.7 cm , 131g
Gundam Rose ,Bandai,1/144,1/144 G Gundam,Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0043630, 21.6 x 15.1 x 4.8 cm , 125g
Dragon Gundam ,Bandai,1/144,1/144 G Gundam,Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0043423, 21.6 x 15.1 x 4.8 cm , 127g
G-Exes ,Bandai,1/144,AG,Mobile Suit Gundam,"Early Dec., 2011",5.69USD,4.74USD,4543112711090, 20.6 x 15.1 x 5.2 cm , 125g
Zedas ,Bandai,1/144,AG,Mobile Suit Gundam,"Early Nov., 2011",5.69USD,4.74USD,4543112711083, 20.5 x 15.1 x 5.2 cm , 132g
Genoace Custom ,Bandai,1/144,AG,Mobile Suit Gundam,"Early Oct., 2011",5.69USD,4.74USD,4543112711113, 20.6 x 15.2 x 5.2 cm , 123g
Genoace ,Bandai,1/144,AG,Mobile Suit Gundam,"Early Oct., 2011",5.69USD,4.74USD,4543112711106, 20.6 x 15.2 x 5.2 cm , 120g
Gundam AGE-1 Spallow ,Bandai,1/144,AG,Mobile Suit Gundam,"Early Dec., 2011",5.69USD,4.74USD,4543112710604, 20.6 x 15.1 x 5.2 cm , 118g
Gundam AGE-1 Titus ,Bandai,1/144,AG,Mobile Suit Gundam,"Early Nov., 2011",5.69USD,4.74USD,4543112710598, 20.5 x 15.1 x 5.2 cm , 130g
Gafran ,Bandai,1/144,AG,Mobile Suit Gundam,"Early Oct., 2011",5.69USD,4.74USD,4543112710581, 20.6 x 15.2 x 5.2 cm , 128g
Gundam AGE-1 Normal ,Bandai,1/144,AG,Mobile Suit Gundam,"Early Oct., 2011",5.69USD,4.74USD,4543112710611, 20.6 x 15.2 x 5.2 cm , 123g
RGM-79 GM ,Bandai,1/100,1/100 First Gundam,Mobile Suit Gundam,"Aug., 1982",6.63USD,5.53USD,4902425087375, 27.5 x 18.2 x 5.6 cm , 205g
MS-05 Zaku I ,Bandai,1/100,1/100 First Gundam,Mobile Suit Gundam,"Jul., 1982",6.63USD,5.53USD,4902425087368, 27.5 x 18 x 5.7 cm , 240g
MSM-07 Z`Gok ,Bandai,1/100,1/100 First Gundam,Mobile Suit Gundam,"Jun., 1982",7.58USD,6.32USD,4902425087337, 32 x 18.2 x 7 cm , 281g
MSM-03 Gog ,Bandai,1/100,1/100 First Gundam,Mobile Suit Gundam,"Mar., 1982",7.58USD,6.32USD,4902425087283, 32.2 x 18.2 x 7.2 cm , 303g
MS-15 Gyan ,Bandai,1/100,1/100 First Gundam,Mobile Suit Gundam,"Jan., 1982",6.63USD,5.53USD,4902425087245, 27.5 x 18.2 x 5.7 cm , 239g
MSM-07S Char`s Z`Gok ,Bandai,1/100,1/100 First Gundam,Mobile Suit Gundam,"Dec., 1981",7.58USD,6.32USD,4902425087191, 32 x 18 x 7 cm , 281g
MS-07 Gouf ,Bandai,1/100,1/100 First Gundam,Mobile Suit Gundam,"Dec., 1981",7.58USD,6.32USD,4902425087184, 32 x 18.2 x 6.7 cm , 265g
MS-06S Char`s Zaku ,Bandai,1/100,1/100 First Gundam,Mobile Suit Gundam,"Jul., 1981",6.63USD,5.53USD,4902425087108, 27.3 x 18 x 5.5 cm , 235g
MS-14 Gelgoog ,Bandai,1/100,1/100 First Gundam,Mobile Suit Gundam,"Jun., 1981",7.58USD,6.32USD,4902425087122, 32 x 18.2 x 7.1 cm , 260g
MS-14S Char`s Gelgoog ,Bandai,1/100,1/100 First Gundam,Mobile Suit Gundam,"Mar., 1981",7.58USD,6.32USD,4902425087078, 32.2 x 18.3 x 7.2 cm , 261g
RX-77 Gun Cannon ,Bandai,1/100,1/100 First Gundam,Mobile Suit Gundam,"Mar., 1981",6.63USD,5.53USD,4902425087061, 27.4 x 18 x 5.6 cm , 258g
MS-09 Dom ,Bandai,1/100,1/100 First Gundam,Mobile Suit Gundam,"Nov., 1980",7.58USD,6.32USD,4902425087009, 32.1 x 18.1 x 7 cm , 291g
RX-78 Gundam ,Bandai,1/100,1/100 First Gundam,Mobile Suit Gundam,"Jul., 1980",6.63USD,5.53USD,4902425086996, 27.4 x 18 x 5.5 cm , 236g
MS-06-R-2 Johnny Ridden`s  Zaku II ,Bandai,1/100,1/100 MSV,Mobile Suit Gundam,"1,296yenabout11.37USD","9.48USD

",sO,0001359, 31.5 x 19.3 x 9.2 cm , 372g
G Falcon Unit Gundam Double X ,Bandai,1/100,"1/100 Gundam X , 07",Mobile Suit Gundam,"3,240yenabout28.43USD","23.69USD

",sO,0055021, 39.5 x 31.1 x 9.5 cm , 835g
ZZ Gundam ,Bandai,1/100,1/100 Gundam ZZ,Mobile Suit Gundam,"2,376yenabout20.85USD","17.37USD

",sO,0006609, 37.3 x 23.8 x 7.7 cm , 570g
Z Gundam ,Bandai,1/100,"1/100 Z Gundam , No.25",Mobile Suit Gundam,"2,160yenabout18.95USD","15.79USD

",sO,0004923, 37.3 x 23.8 x 8 cm , 534g
GT-9600-D Gundam Leopard Destroy ,Bandai,1/100,"1/100 Gundam X , 09",Mobile Suit Gundam,"1,620yenabout14.21USD","11.84USD

",sO,0055162, 31 x 19.3 x 8.2 cm , 411g
GW-9800-B Gundam Air Master Burst ,Bandai,1/100,"1/100 Gundam X , 08",Mobile Suit Gundam,"1,620yenabout14.21USD","11.84USD

",sO,0055020, 31 x 19 x 7.6 cm , 424g
GX-9901-DX Gundam Double X ,Bandai,1/100,"1/100 Gundam X , 06",Mobile Suit Gundam,"1,944yenabout17.06USD","14.21USD

",sO,0055012, 31 x 19.5 x 7.7 cm , 417g
GX-9900-DV Gundam X Divider ,Bandai,1/100,"1/100 Gundam X , 05",Mobile Suit Gundam,"1,620yenabout14.21USD","11.84USD

",sO,0054287, 30 x 19.6 x 6.5 cm , 348g
GT-9600 Gundam Leopard ,Bandai,1/100,"1/100 Gundam X , 03",Mobile Suit Gundam,"Late Sep., 2001",14.21USD,11.84USD,4902425532790, 30 x 19.6 x 6.8 cm , 342g
GW-9800 Gundam Air Master ,Bandai,1/100,"1/100 Gundam X , 02",Mobile Suit Gundam,"1,620yenabout14.21USD","11.84USD

",sO,0053275, 30 x 19.5 x 6.5 cm , 330g
GX-9900 Gundam X ,Bandai,1/100,"1/100 Gundam X , 01",Mobile Suit Gundam,"1,620yenabout14.21USD","11.84USD

",sO,0052674, 30 x 19.4 x 6.2 cm , 335g
Gundam F-90 ,Bandai,1/100,1/100 Gundam F90,Mobile Suit Gundam,"2,700yenabout23.69USD","19.74USD

",sO,0031040, 37 x 23.7 x 8.2 cm , 582g
Gundam F90 II-L Type ,Bandai,1/100,1/100 Gundam F90,Mobile Suit Gundam,"1,620yenabout14.21USD","11.84USD

",sO,0034566, 30.1 x 18.5 x 7 cm , 323g
Gundam F90-V ,Bandai,1/100,1/100 Gundam F90,Mobile Suit Gundam,"1,620yenabout14.21USD","11.84USD

",sO,0034292, 30 x 18.6 x 7.2 cm , 336g
Gundam F90-P Type ,Bandai,1/100,1/100 Gundam F90,Mobile Suit Gundam,"1,620yenabout14.21USD","11.84USD

",sO,0034208, 30.1 x 18.5 x 7 cm , 327g
V2 Buster Gundam ,Bandai,1/100,"HG V Gundam , No.7",Mobile Suit Gundam,"1,944yenabout17.06USD","14.21USD

",sO,0042483, 31 x 19.2 x 7.8 cm , 392g
V2 Assault Gundam ,Bandai,1/100,"HG V Gundam , No.6",Mobile Suit Gundam,"1,944yenabout17.06USD","14.21USD

",sO,0042233, 31 x 19.1 x 7.7 cm , 388g
Gun Blastor ,Bandai,1/100,"HG V Gundam , No.3",Mobile Suit Gundam,"1,080yenabout9.48USD","7.9USD

",sO,0041006, 29 x 19 x 6.3 cm , 264g
Zollidia ,Bandai,1/100,"HG V Gundam , No.5",Mobile Suit Gundam,"1,080yenabout9.48USD","7.9USD

",sO,0041825, 29 x 19 x 6.3 cm , 266g
V2 Gundam ,Bandai,1/100,"HG V Gundam , No.4",Mobile Suit Gundam,"1,620yenabout14.21USD","11.84USD

",sO,0041385, 30 x 19 x 6.3 cm , 302g
LM312V04 Victory Gundam ,Bandai,1/100,"HG V Gundam , No.1",Mobile Suit Gundam,"1,620yenabout14.21USD","11.84USD

",sO,0038692, 30 x 19.5 x 6.3 cm , 303g
V-Dash Gundam ,Bandai,1/100,"HG V Gundam , No.2",Mobile Suit Gundam,"1,944yenabout17.06USD","14.21USD

",sO,0039596, 31 x 19.1 x 7.8 cm , 407g
W-Gundam Zero Custom ,Bandai,1/100,"HG Gundam W Endless Waltz , EW-2",Mobile Suit Gundam,"2,160yenabout18.95USD","15.79USD

",sO,0057137, 31 x 19.2 x 8.2 cm , 429g
Tallgeese III ,Bandai,1/100,"HG Gundam W Endless Waltz , EW-3",Mobile Suit Gundam,"2,700yenabout23.69USD","19.74USD

",sO,0057131, 31.1 x 20 x 10.2 cm , 517g
Serpent Custom ,Bandai,1/100,"HG Gundam W Endless Waltz , EW-7",Mobile Suit Gundam,"2,160yenabout18.95USD","15.79USD

",sO,0061216, 31.1 x 20 x 10.2 cm , 519g
Nu Gundam Fin-Fannel Equipment Type ,Bandai,1/100,Char`s Counter Attack,Mobile Suit Gundam,"2,700yenabout23.69USD","19.74USD

",sO,0024728, 778g,null
WD-M01 Turn A Gundam ,Bandai,1/100,"1/100 Turn A Gundam , 01",Mobile Suit Gundam,"Jul., 1999",18.95USD,15.79USD,4902425733241, 31 x 19.1 x 8.3 cm , 402g
MRC-F20 Mobile Sumo ,Bandai,1/100,"1/100 Turn A Gundam , 02",Mobile Suit Gundam,"Sep., 1999",23.69USD,19.74USD,4902425733272, 31.3 x 20.2 x 10.5 cm , 495g
RGM-79 GM ,Bandai,1/100,1/100 First Gundam,Mobile Suit Gundam,"Apr., 1983",6.63USD,5.53USD,4902425013077, 27.5 x 18.2 x 5.8 cm , 209g
MS-05 Zaku I ,Bandai,1/100,1/100 First Gundam,Mobile Suit Gundam,"Apr., 1983",6.63USD,5.53USD,4902425013060, 27.5 x 18.2 x 5.7 cm , 242g
RX-77 Gun Cannon ,Bandai,1/100,1/100 First Gundam,Mobile Suit Gundam,"Apr., 1982",6.63USD,5.53USD,4902425087306, 27.5 x 18 x 5.7 cm , 262g
MS-14 Gelgoog ,Bandai,1/100,1/100 First Gundam,Mobile Suit Gundam,"Apr., 1982",7.58USD,6.32USD,4902425087290, 32.1 x 18.2 x 7 cm , 266g
RX-78 Gundam ,Bandai,1/100,1/100 First Gundam,Mobile Suit Gundam,"Mar., 1982",6.63USD,5.53USD,4902425087276, 27.5 x 18.2 x 6 cm , 240g
MS-09 Dom ,Bandai,1/100,1/100 First Gundam,Mobile Suit Gundam,"Feb., 1982",7.58USD,6.32USD,4902425087269, 32.2 x 18.2 x 7 cm , 293g
MS-06 Zaku II ,Bandai,1/100,1/100 First Gundam,Mobile Suit Gundam,"Feb., 1982",6.63USD,5.53USD,4902425087252, 27.5 x 18.2 x 5.7 cm , 237g
MSM-08 Zogok ,Bandai,1/100,1/100 MSV,Mobile Suit Gundam,"Nov., 1982",7.58USD,6.32USD,4902425087443, 32 x 18.1 x 7 cm , 275g
EMS-05 Agg ,Bandai,1/100,1/100 MSV,Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,0008743, 27.5 x 18.1 x 5.8 cm , 209g
MSM-04N Agguy ,Bandai,1/100,1/100 MSV,Mobile Suit Gundam,864yenabout7.58USD,"6.32USD

",sO,0008742, 32 x 18.2 x 7 cm , 297g
MSM-04 Acguy ,Bandai,1/100,1/100 First Gundam,Mobile Suit Gundam,"Sep., 1982",6.63USD,5.53USD,4902425087412, 27.2 x 18.5 x 6.9 cm , 246g
MS-06 Zaku II ,Bandai,1/100,1/100 First Gundam,Mobile Suit Gundam,"Sep., 1982",6.63USD,5.53USD,4902425087207, 27.5 x 18.2 x 5.7 cm , 232g
Gundam Nataku ,Bandai,1/100,"HG Gundam W Endless Waltz , EW-1",Mobile Suit Gundam,"1,944yenabout17.06USD","14.21USD

",sO,0056316, 31.3 x 19.1 x 7.8 cm , 361g
Justice Gundam ,Bandai,1/100,"1/100 Gundam SEED , 08",Mobile Suit Gundam,"Early Aug., 2003",20.85USD,17.37USD,4543112204622, 31 x 20 x 11 cm , 500g
NRX-0013 Gundam Virsago ,Bandai,1/100,"1/100 Gundam X , 04",Mobile Suit Gundam,"1,944yenabout17.06USD","14.21USD

",sO,0054288, 31 x 19 x 8 cm , 391g
Freedom Gundam,Bandai,1/100,"1/100 Gundam SEED , 07",Mobile Suit Gundam,"Late Jul., 2003",20.85USD,17.37USD,4543112192592, 32 x 20 x 11 cm , 529g
Gundam Sandrock Custom ,Bandai,1/100,"HG Gundam W Endless Waltz , EW-6",Mobile Suit Gundam,"2,160yenabout18.95USD","15.79USD

",sO,0060626, 402g,null
Duel Gundam Assault Shroud ,Bandai,1/100,"1/100 Gundam SEED , 06",Mobile Suit Gundam,"Late May, 2003",20.85USD,17.37USD,4543112192509, 31 x 20 x 11.2 cm , 499g
